state_name,state_name_slug,state_code,state_code_slug,district,title,party,name,name_slug,first_name,middle_name,last_name,name_suffix,goes_by,gender,ethnicity,religion,date_of_birth,entered_office,term_end,website,contact_page,facebook_url,twitter_handle,twitter_url,photo_url
Texas,texas,TX,tx,8,representative,republican,Kevin Brady,kevin-brady,Kevin,,Brady,,,male,white-american,roman-catholic,4/11/1955,1/7/1997,1/3/2023,https://kevinbrady.house.gov,https://kevinbrady.house.gov/contact,https://facebook.com/kevinbrady,RepKevinBrady,https://twitter.com/RepKevinBrady,https://cdn.civil.services/us-house/headshots/512x512/kevin-brady.jpg
Oklahoma,oklahoma,OK,ok,1,representative,republican,Kevin Hern,kevin-hern,Kevin,,Hern,,,male,white-american,unspecified,12/4/1961,1/3/2019,1/3/2023,https://hern.house.gov,https://hern.house.gov/contact,https://facebook.com/repkevinhern,repkevinhern,https://twitter.com/repkevinhern,https://cdn.civil.services/us-house/headshots/512x512/kevin-hern.jpg
California,california,CA,ca,23,house-minority-leader,republican,Kevin McCarthy,kevin-mccarthy,Kevin,,McCarthy,,,male,white-american,baptist,1/26/1965,1/4/2007,1/3/2023,https://kevinmccarthy.house.gov,https://kevinmccarthy.house.gov/contact/email-me,https://facebook.com/CongressmanKevinMcCarthy,GOPLeader,https://twitter.com/GOPLeader,https://cdn.civil.services/us-house/headshots/512x512/kevin-mccarthy.jpg
Oregon,oregon,OR,or,5,representative,democrat,Kurt Schrader,kurt-schrader,Kurt,,Schrader,,,male,white-american,episcopalian,10/19/1951,1/6/2009,1/3/2023,https://schrader.house.gov,https://schrader.house.gov/contact,https://facebook.com/repschrader,RepSchrader,https://twitter.com/RepSchrader,https://cdn.civil.services/us-house/headshots/512x512/kurt-schrader.jpg
Maryland,maryland,MD,md,7,representative,democrat,Kweisi Mfume,kweisi-mfume,Kweisi,,Mfume,,,male,african-american,unspecified,10/24/1948,5/20/2020,1/3/2023,https://mfume.house.gov,https://mfume.house.gov/contact,https://facebook.com/HouseDemocrats,RepKweisiMfume,https://twitter.com/HouseDemocrats,https://cdn.civil.services/us-house/headshots/512x512/kweisi-mfume.jpg
Indiana,indiana,IN,in,8,representative,republican,Larry Bucshon,larry-bucshon,Larry,,Bucshon,,,male,white-american,lutheran,5/31/1962,1/5/2011,1/3/2023,https://bucshon.house.gov,https://bucshon.house.gov/contact,https://facebook.com/RepLarryBucshon,RepLarryBucshon,https://twitter.com/RepLarryBucshon,https://cdn.civil.services/us-house/headshots/512x512/larry-bucshon.jpg
Colorado,colorado,CO,co,3,representative,republican,Lauren Boebert,lauren-boebert,Lauren,Opal,Boebert,,,female,white-american,christian,12/15/1986,1/3/2021,1/3/2023,https://boebert.house.gov,https://boebert.house.gov/contact,https://facebook.com/RepBoebert,RepBoebert,https://twitter.com/RepBoebert,https://cdn.civil.services/us-house/headshots/512x512/lauren-boebert.jpg
Illinois,illinois,IL,il,14,representative,democrat,Lauren Underwood,lauren-underwood,Lauren,,Underwood,,,female,african-american,unspecified,10/4/1986,1/3/2019,1/3/2023,https://underwood.house.gov,https://underwood.house.gov/contact,https://facebook.com/HouseDemocrats,RepUnderwood,https://twitter.com/housedemocrats,https://cdn.civil.services/us-house/headshots/512x512/lauren-underwood.jpg
New York,new-york,NY,ny,1,representative,republican,Lee Zeldin,lee-zeldin,Lee,,Zeldin,,,male,white-american,jewish,1/30/1980,1/6/2015,1/3/2023,https://zeldin.house.gov,https://zeldin.house.gov/contact/email,https://facebook.com/RepLeeZeldin,RepLeeZeldin,https://twitter.com/RepLeeZeldin,https://cdn.civil.services/us-house/headshots/512x512/lee-zeldin.jpg
California,california,CA,ca,38,representative,democrat,Linda Sanchez,linda-sanchez,Linda,,Sanchez,,,female,hispanic-american,roman-catholic,1/28/1969,1/7/2003,1/3/2023,https://lindasanchez.house.gov,https://lindasanchez.house.gov/contact,https://facebook.com/CongresswomanLindaSanchez,RepLindaSanchez,https://twitter.com/RepLindaSanchez,https://cdn.civil.services/us-house/headshots/512x512/linda-sanchez.jpg
Delaware,delaware,DE,de,,representative,democrat,Lisa Blunt Rochester,lisa-blunt-rochester,Lisa,,Blunt Rochester,,,female,african-american,unspecified,2/10/1962,1/3/2017,1/3/2023,https://bluntrochester.house.gov,https://bluntrochester.house.gov/contact/email,https://facebook.com/LisaBluntRochester,LisaBRochester,https://twitter.com/LisaBRochester,https://cdn.civil.services/us-house/headshots/512x512/lisa-blunt-rochester.jpg
Michigan,michigan,MI,mi,10,representative,republican,Lisa McClain,lisa-mcclain,Lisa,,McClain,,,female,white-american,catholic,4/7/1966,1/3/2021,1/3/2023,https://mcclain.house.gov,https://mcclain.house.gov/contact,https://facebook.com/RepLisaMcClain,RepLisaMcClain,https://twitter.com/RepLisaMcClain,https://cdn.civil.services/us-house/headshots/512x512/lisa-mcclain.jpg
Wyoming,wyoming,WY,wy,,representative,republican,Liz Cheney,liz-cheney,Liz,,Cheney,,,female,white-american,united-methodist,7/28/1966,1/3/2017,1/3/2023,https://cheney.house.gov,https://cheneyforms.house.gov/contact,https://facebook.com/replizcheney,RepLizCheney,https://twitter.com/RepLizCheney,https://cdn.civil.services/us-house/headshots/512x512/liz-cheney.jpg
Texas,texas,TX,tx,35,representative,democrat,Lloyd Doggett,lloyd-doggett,Lloyd,,Doggett,,,male,white-american,methodist,10/6/1946,1/4/1995,1/3/2023,https://doggett.house.gov,https://doggett.house.gov/contact,https://facebook.com/lloyddoggett,RepLloydDoggett,https://twitter.com/RepLloydDoggett,https://cdn.civil.services/us-house/headshots/512x512/lloyd-doggett.jpg
Pennsylvania,pennsylvania,PA,pa,11,representative,republican,Lloyd Smucker,lloyd-smucker,Lloyd,,Smucker,,,male,white-american,unspecified,1/23/1964,1/3/2017,1/3/2023,https://smucker.house.gov,https://smucker.house.gov/contact/email,https://facebook.com/SmuckerForCongress,RepSmucker,https://twitter.com/SenatorSmucker,https://cdn.civil.services/us-house/headshots/512x512/lloyd-smucker.jpg
Florida,florida,FL,fl,21,representative,democrat,Lois Frankel,lois-frankel,Lois,,Frankel,,,female,white-american,jewish,5/16/1948,1/3/2013,1/3/2023,https://frankel.house.gov,https://frankel.house.gov/contact,https://facebook.com/RepLoisFrankel,RepLoisFrankel,https://twitter.com/RepLoisFrankel,https://cdn.civil.services/us-house/headshots/512x512/lois-frankel.jpg
Massachusetts,massachusetts,MA,ma,3,representative,democrat,Lori Trahan,lori-trahan,Lori,,Trahan,,,female,white-american,unspecified,10/27/1973,1/3/2019,1/3/2023,https://trahan.house.gov,https://trahan.house.gov/contact,https://facebook.com/HouseDemocrats,RepLoriTrahan,https://twitter.com/housedemocrats,https://cdn.civil.services/us-house/headshots/512x512/lori-trahan.jpg
Texas,texas,TX,tx,1,representative,republican,Louie Gohmert,louie-gohmert,Louie,,Gohmert,,,male,white-american,southern-baptist,8/18/1953,1/4/2005,1/3/2023,https://gohmert.house.gov,https://gohmert.house.gov/contact,https://facebook.com/pagesLouie-Gohmert/50375006903,replouiegohmert,https://twitter.com/replouiegohmert,https://cdn.civil.services/us-house/headshots/512x512/louie-gohmert.jpg
California,california,CA,ca,40,representative,democrat,Lucille Roybal-Allard,lucille-roybal-allard,Lucille,,Roybal-Allard,,,female,hispanic-american,roman-catholic,6/12/1941,1/5/1993,1/3/2023,https://roybal-allard.house.gov,https://roybal-allard.house.gov/contact,https://facebook.com/RepRoybalAllard,RepRoybalAllard,https://twitter.com/RepRoybalAllard,https://cdn.civil.services/us-house/headshots/512x512/lucille-roybal-allard.jpg
Georgia,georgia,GA,ga,6,representative,democrat,Lucy McBath,lucy-mcbath,Lucy,,McBath,,,female,white-american,unspecified,6/1/1960,1/3/2019,1/3/2023,https://mcbath.house.gov,https://mcbath.house.gov/contact,https://facebook.com/HouseDemocrats,lucymcbath,https://twitter.com/housedemocrats,https://cdn.civil.services/us-house/headshots/512x512/lucy-mcbath.jpg
California,california,CA,ca,46,representative,democrat,Luis Correa,luis-correa,Luis,Jose,Correa,,Lou,male,hispanic-american,roman-catholic,1/24/1958,1/3/2017,1/3/2023,https://correa.house.gov,https://correa.house.gov/contact/email,https://facebook.com/LorettaSanchez,LorettaSanchez,https://twitter.com/LorettaSanchez,https://cdn.civil.services/us-house/headshots/512x512/luis-correa.jpg
Texas,texas,TX,tx,33,representative,democrat,Marc Veasey,marc-veasey,Marc,,Veasey,,,male,african-american,christian,1/3/1971,1/3/2013,1/3/2023,https://veasey.house.gov,https://veasey.house.gov/contact/email-me,https://facebook.com/CongressmanMarcVeasey,RepVeasey,https://twitter.com/RepVeasey,https://cdn.civil.services/us-house/headshots/512x512/marc-veasey.jpg
Ohio,ohio,OH,oh,11,representative,democrat,Marcia Fudge,marcia-fudge,Marcia,L.,Fudge,,,female,african-american,church-of-god,10/29/1952,11/19/2008,1/3/2023,https://fudge.house.gov,https://fudge.house.gov/email-me,https://facebook.com/RepMarciaLFudge,SecFudge,https://twitter.com/RepMarciaFudge,https://cdn.civil.services/us-house/headshots/512x512/marcia-fudge.jpg
Ohio,ohio,OH,oh,9,representative,democrat,Marcy Kaptur,marcy-kaptur,Marcy,,Kaptur,,,female,white-american,roman-catholic,6/17/1946,1/3/1983,1/3/2023,https://kaptur.house.gov,https://kaptur.house.gov/contact/email,https://facebook.com/RepresentativeMarcyKaptur,RepMarcyKaptur,https://twitter.com/RepMarcyKaptur,https://cdn.civil.services/us-house/headshots/512x512/marcy-kaptur.jpg
Florida,florida,FL,fl,27,representative,republican,Maria Salazar,maria-salazar,Maria,Elvira,Salazar,,,male,hispanic-american,christian,11/1/1961,1/3/2021,1/3/2023,https://salazar.house.gov,https://salazar.house.gov/contact,https://facebook.com/CongresswomanMariaElviraSalazar,RepMariaSalazar,https://twitter.com/RepMariaSalazar,https://cdn.civil.services/us-house/headshots/512x512/maria-salazar.jpg
Iowa,iowa,IA,ia,2,representative,republican,Mariannette Miller-Meeks,mariannette-miller-meeks,Mariannette,Jane,Miller-Meeks,,,female,white-american,catholic,9/6/1955,1/3/2021,1/3/2023,https://millermeeks.house.gov,https://millermeeks.house.gov/contact,https://facebook.com/RepMMM,RepMMM,https://twitter.com/RepMMM,https://cdn.civil.services/us-house/headshots/512x512/mariannette-miller-meeks.jpg
Illinois,illinois,IL,il,3,representative,democrat,Marie Newman,marie-newman,Marie,,Newman,,,female,white-american,catholic,4/13/1964,1/3/2021,1/3/2023,https://newman.house.gov,https://newman.house.gov/contact,https://facebook.com/RepMarieNewman,RepMarieNewman,https://twitter.com/RepMarieNewman,https://cdn.civil.services/us-house/headshots/512x512/marie-newman.jpg
Washington,washington,WA,wa,10,representative,democrat,Marilyn Strickland,marilyn-strickland,Marilyn,,Strickland,,,female,asian-american,christian,9/25/1962,1/3/2021,1/3/2023,https://strickland.house.gov,https://strickland.house.gov/contact,https://facebook.com/RepStricklandWA,RepStricklandWA,https://twitter.com/RepStricklandWA,https://cdn.civil.services/us-house/headshots/512x512/marilyn-strickland.jpg
Florida,florida,FL,fl,25,representative,republican,Mario Diaz-Balart,mario-diaz-balart,Mario,,Diaz-Balart,,,male,hispanic-american,roman-catholic,9/25/1961,1/7/2003,1/3/2023,https://mariodiazbalart.house.gov,https://mariodiazbalart.house.gov/contact-mario,https://facebook.com/mdiazbalart,MarioDB,https://twitter.com/MarioDB,https://cdn.civil.services/us-house/headshots/512x512/mario-diaz-balart.jpg
Georgia,georgia,GA,ga,14,representative,republican,Marjorie Greene,marjorie-greene,Marjorie,Taylor,Greene,,,female,white-american,christian,5/27/1974,1/3/2021,1/3/2023,https://greene.house.gov,https://greene.house.gov/contact,https://facebook.com/RepMTGreene,RepMTG,https://twitter.com/mtgreenee,https://cdn.civil.services/us-house/headshots/512x512/marjorie-greene.jpg
Nevada,nevada,NV,nv,2,representative,republican,Mark Amodei,mark-amodei,Mark,,Amodei,,,male,white-american,christian,6/12/1958,9/13/2011,1/3/2023,https://amodei.house.gov,https://amodei.house.gov/email-me,https://facebook.com/MarkAmodeiNV2,MarkAmodeiNV2,https://twitter.com/MarkAmodeiNV2,https://cdn.civil.services/us-house/headshots/512x512/mark-amodei.jpg
California,california,CA,ca,11,representative,democrat,Mark DeSaulnier,mark-desaulnier,Mark,,DeSaulnier,,,male,white-american,roman-catholic,3/31/1952,1/6/2015,1/3/2023,https://desaulnier.house.gov,https://desaulnier.house.gov/contact,https://facebook.com/RepMarkDeSaulnier,RepDeSaulnier,https://twitter.com/RepDeSaulnier,https://cdn.civil.services/us-house/headshots/512x512/mark-desaulnier.jpg
Wisconsin,wisconsin,WI,wi,2,representative,democrat,Mark Pocan,mark-pocan,Mark,,Pocan,,,male,white-american,unspecified,8/14/1964,1/3/2013,1/3/2023,https://pocan.house.gov,https://pocan.house.gov/contact,https://facebook.com/repmarkpocan,repmarkpocan,https://twitter.com/repmarkpocan,https://cdn.civil.services/us-house/headshots/512x512/mark-pocan.jpg
California,california,CA,ca,41,representative,democrat,Mark Takano,mark-takano,Mark,,Takano,,,male,asian-american,methodist,12/10/1960,1/3/2013,1/3/2023,https://takano.house.gov,https://takano.house.gov/contact/email-me,https://facebook.com/RepMarkTakano,RepMarkTakano,https://twitter.com/RepMarkTakano,https://cdn.civil.services/us-house/headshots/512x512/mark-takano.jpg
Oklahoma,oklahoma,OK,ok,2,representative,republican,Markwayne Mullin,markwayne-mullin,Markwayne,,Mullin,,,male,native-american,pentecostal,7/26/1977,1/3/2013,1/3/2023,https://mullinforms.house.gov,https://mullinforms.house.gov/contact,https://facebook.com/RepMullin,RepMullin,https://twitter.com/RepMullin,https://cdn.civil.services/us-house/headshots/512x512/markwayne-mullin.jpg
Illinois,illinois,IL,il,15,representative,republican,Mary Miller,mary-miller,Mary,,Miller,,,female,white-american,christian,8/27/1959,1/3/2021,1/3/2023,https://marymiller.house.gov,https://marymiller.house.gov/contact,https://facebook.com/RepMaryMiller,RepMaryMiller,https://twitter.com/RepMaryMiller,https://cdn.civil.services/us-house/headshots/512x512/mary-miller.jpg
Florida,florida,FL,fl,1,representative,republican,Matt Gaetz,matt-gaetz,Matt,,Gaetz,,,male,white-american,baptist,5/7/1982,1/3/2017,1/3/2023,https://gaetz.house.gov,https://gaetz.house.gov/contact,https://facebook.com/RepresentativeMattGaetz,mattgaetz,https://twitter.com/mattgaetz,https://cdn.civil.services/us-house/headshots/512x512/matt-gaetz.jpg
Pennsylvania,pennsylvania,PA,pa,8,representative,democrat,Matthew Cartwright,matthew-cartwright,Matthew,,Cartwright,,Matt,male,white-american,roman-catholic,5/1/1961,1/3/2013,1/3/2023,https://cartwright.house.gov,https://cartwright.house.gov/contact/email-me,https://facebook.com/CongressmanMattCartwright,RepCartwright,https://twitter.com/RepCartwright,https://cdn.civil.services/us-house/headshots/512x512/matthew-cartwright.jpg
Montana,montana,MT,mt,,representative,republican,Matthew Rosendale,matthew-rosendale,Matthew,Martin,Rosendale,Sr.,Matt,male,white-american,catholic,7/7/1960,1/3/2021,1/3/2023,https://rosendale.house.gov,https://rosendale.house.gov/contact,https://facebook.com/RepRosendale,RepRosendale,https://twitter.com/RepRosendale,https://cdn.civil.services/us-house/headshots/512x512/matthew-rosendale.jpg
California,california,CA,ca,43,representative,democrat,Maxine Waters,maxine-waters,Maxine,,Waters,,,female,african-american,christian,8/15/1938,1/3/1991,1/3/2023,https://waters.house.gov,https://waters.house.gov/contact/email,https://facebook.com/MaxineWaters,MaxineWaters,https://twitter.com/MaxineWaters,https://cdn.civil.services/us-house/headshots/512x512/maxine-waters.jpg
Texas,texas,TX,tx,26,representative,republican,Michael Burgess,michael-burgess,Michael,,Burgess,,,male,white-american,anglican,12/23/1950,1/7/2003,1/3/2023,https://burgess.house.gov,https://burgess.house.gov/contact/356345.htm,https://facebook.com/michaelcburgess,michaelcburgess,https://twitter.com/michaelcburgess,https://cdn.civil.services/us-house/headshots/512x512/michael-burgess.jpg
Texas,texas,TX,tx,27,representative,republican,Michael Cloud,michael-cloud,Michael,,Cloud,,,male,white-american,unspecified,5/13/1975,7/10/2018,1/3/2023,https://cloud.house.gov,https://cloud.house.gov/contact,https://facebook.com/CloudforCongress,MichaelJCloud,https://twitter.com/MichaelJCloud,https://cdn.civil.services/us-house/headshots/512x512/michael-cloud.jpg
Texas,texas,TX,tx,10,representative,republican,Michael McCaul,michael-mccaul,Michael,T.,McCaul,,,male,white-american,roman-catholic,1/14/1962,1/4/2005,1/3/2023,https://mccaul.house.gov,https://mccaul.house.gov/contact/email-me,https://facebook.com/michaeltmccaul,RepMcCaul,https://twitter.com/RepMcCaul,https://cdn.civil.services/us-house/headshots/512x512/michael-mccaul.jpg
Ohio,ohio,OH,oh,10,representative,republican,Michael Turner,michael-turner,Michael,,Turner,,Mike,male,white-american,protestant,1/11/1960,1/7/2003,1/3/2023,https://turner.house.gov,https://turner.house.gov/contact/email-me,https://facebook.com/RepMikeTurner,RepMikeTurner,https://twitter.com/RepMikeTurner,https://cdn.civil.services/us-house/headshots/512x512/michael-turner.jpg
Florida,florida,FL,fl,6,representative,republican,Michael Waltz,michael-waltz,Michael,,Waltz,,,male,white-american,unspecified,1/31/1974,1/3/2019,1/3/2023,https://waltz.house.gov,https://waltz.house.gov/contact,https://facebook.com/Michael.G.Waltz.CandidateforCongressFL6,michaelgwaltz,https://twitter.com/michaelgwaltz,https://cdn.civil.services/us-house/headshots/512x512/michael-waltz.jpg
Minnesota,minnesota,MN,mn,7,representative,republican,Michelle Fischbach,michelle-fischbach,Michelle,Louise Helene,Fischbach,,,female,white-american,catholic,11/3/1965,1/3/2021,1/3/2023,https://fischbach.house.gov,https://fischbach.house.gov/contact,https://facebook.com/RepFischbach,RepFischbach,https://twitter.com/RepFischbach,https://cdn.civil.services/us-house/headshots/512x512/michelle-fischbach.jpg
California,california,CA,ca,48,representative,republican,Michelle Steel,michelle-steel,Michelle,Eunjoo,Steel,,,female,asian-american,christian,6/21/1955,1/3/2021,1/3/2023,https://steel.house.gov,https://steel.house.gov/contact,https://facebook.com/RepSteel,RepSteel,https://twitter.com/RepSteel,https://cdn.civil.services/us-house/headshots/512x512/michelle-steel.jpg
Illinois,illinois,IL,il,12,representative,republican,Mike Bost,mike-bost,Mike,,Bost,,,male,white-american,southern-baptist,12/30/1960,1/6/2015,1/3/2023,https://bost.house.gov,https://bost.house.gov/contact/email,https://facebook.com/RepBost,RepBost,https://twitter.com/RepBost,https://cdn.civil.services/us-house/headshots/512x512/mike-bost.jpg
Pennsylvania,pennsylvania,PA,pa,18,representative,democrat,Mike Doyle,mike-doyle,Mike,,Doyle,,,male,white-american,roman-catholic,8/5/1953,1/4/1995,1/3/2023,https://doyle.house.gov,https://doyle.house.gov/contact-me/email-me,https://facebook.com/usrepmikedoyle,USRepMikeDoyle,https://twitter.com/USRepMikeDoyle,https://cdn.civil.services/us-house/headshots/512x512/mike-doyle.jpg
Wisconsin,wisconsin,WI,wi,8,representative,republican,Mike Gallagher,mike-gallagher,Mike,,Gallagher,,,male,white-american,unspecified,3/3/1984,1/3/2017,1/3/2023,https://gallagher.house.gov,https://gallagher.house.gov/contact/email,https://facebook.com/mikeforwisconsin,RepGallagher,https://twitter.com/MikeforWI,https://cdn.civil.services/us-house/headshots/512x512/mike-gallagher.jpg
California,california,CA,ca,25,representative,republican,Mike Garcia,mike-garcia,Mike,,Garcia,,,male,hispanic-american,christian,4/24/1976,5/12/2020,1/3/2023,https://mikegarcia.house.gov,https://mikegarcia.house.gov/contact,https://facebook.com/RepMikeGarcia,RepMikeGarcia,https://twitter.com/RepMikeGarcia,https://cdn.civil.services/us-house/headshots/512x512/mike-garcia.jpg
Louisiana,louisiana,LA,la,4,representative,republican,Mike Johnson,mike-johnson,Mike,,Johnson,,,male,white-american,southern-baptist,1/30/1972,1/3/2017,1/3/2023,https://mikejohnson.house.gov,https://mikejohnson.house.gov/contact/email,https://facebook.com/repmikejohnson,repmikejohnson,https://twitter.com/repmikejohnson,https://cdn.civil.services/us-house/headshots/512x512/mike-johnson.jpg
Pennsylvania,pennsylvania,PA,pa,16,representative,republican,Mike Kelly,mike-kelly,Mike,,Kelly,,,male,white-american,roman-catholic,5/10/1948,1/5/2011,1/3/2023,https://kelly.house.gov,https://kelly.house.gov/contact-me/email-me,https://facebook.com/MikeKellyPA,MikeKellyPA,https://twitter.com/MikeKellyPA,https://cdn.civil.services/us-house/headshots/512x512/mike-kelly.jpg
California,california,CA,ca,49,representative,democrat,Mike Levin,mike-levin,Mike,,Levin,,,male,white-american,unspecified,10/20/1978,1/3/2019,1/3/2023,https://mikelevin.house.gov,https://mikelevin.house.gov/contact,https://facebook.com/LevinforCongress,RepMikeLevin,https://twitter.com/MikeLevinCA,https://cdn.civil.services/us-house/headshots/512x512/mike-levin.jpg
Illinois,illinois,IL,il,5,representative,democrat,Mike Quigley,mike-quigley,Mike,,Quigley,,,male,white-american,roman-catholic,10/17/1958,4/7/2009,1/3/2023,https://quigleyforms.house.gov,https://quigleyforms.house.gov/forms/writeyourrep,https://facebook.com/repmikequigley,RepMikeQuigley,https://twitter.com/RepMikeQuigley,https://cdn.civil.services/us-house/headshots/512x512/mike-quigley.jpg
Alabama,alabama,AL,al,3,representative,republican,Mike Rogers,mike-rogers,Mike,,Rogers,,,male,white-american,baptist,7/16/1958,1/7/2003,1/3/2023,https://mikerogers.house.gov,https://mikerogers.house.gov/contact-mike/email-me,https://facebook.com/MikeRogersforCongress,RepMikeRogersAL,https://twitter.com/RepMikeRogersAL,https://cdn.civil.services/us-house/headshots/512x512/mike-rogers.jpg
Idaho,idaho,ID,id,2,representative,republican,Mike Simpson,mike-simpson,Mike,,Simpson,,,male,white-american,mormon,9/8/1950,1/6/1999,1/3/2023,https://simpson.house.gov,https://simpson.house.gov/contact,https://facebook.com/Mike-Simpson-96007744606,CongMikeSimpson,https://twitter.com/CongMikeSimpson,https://cdn.civil.services/us-house/headshots/512x512/mike-simpson.jpg
California,california,CA,ca,5,representative,democrat,Mike Thompson,mike-thompson,Mike,,Thompson,,,male,white-american,roman-catholic,1/24/1951,1/6/1999,1/3/2023,https://mikethompsonforms.house.gov,https://mikethompsonforms.house.gov/contact,https://facebook.com/RepMikeThompson,RepThompson,https://twitter.com/RepThompson,https://cdn.civil.services/us-house/headshots/512x512/mike-thompson.jpg
Alabama,alabama,AL,al,5,representative,republican,Mo Brooks,mo-brooks,Mo,,Brooks,,,male,white-american,christian,4/29/1954,1/5/2011,1/3/2023,https://brooks.house.gov,https://brooks.house.gov/contact-me,https://facebook.com/RepMoBrooks,RepMoBrooks,https://twitter.com/RepMoBrooks,https://cdn.civil.services/us-house/headshots/512x512/mo-brooks.jpg
New York,new-york,NY,ny,17,representative,democrat,Mondaire Jones,mondaire-jones,Mondaire,,Jones,,,male,african-american,baptist,5/18/1987,1/3/2021,1/3/2023,https://jones.house.gov,https://jones.house.gov/contact,https://facebook.com/repmondaire,RepMondaire,https://twitter.com/RepMondaire,https://cdn.civil.services/us-house/headshots/512x512/mondaire-jones.jpg
Virginia,virginia,VA,va,9,representative,republican,Morgan Griffith,morgan-griffith,Morgan,,Griffith,,,male,white-american,episcopalian,3/15/1958,1/5/2011,1/3/2023,https://morgangriffith.house.gov,https://morgangriffith.house.gov/contact/contactform.htm,https://facebook.com/RepMorganGriffith,RepMGriffith,https://twitter.com/RepMGriffith,https://cdn.civil.services/us-house/headshots/512x512/morgan-griffith.jpg
South Carolina,south-carolina,SC,sc,1,representative,republican,Nancy Mace,nancy-mace,Nancy,Ruth,Mace,,,female,white-american,christian,12/4/1977,1/3/2021,1/3/2023,https://mace.house.gov,https://mace.house.gov/contact,https://facebook.com/RepNancyMace,RepNancyMace,https://twitter.com/RepNancyMace,https://cdn.civil.services/us-house/headshots/512x512/nancy-mace.jpg
California,california,CA,ca,12,house-speaker,democrat,Nancy Pelosi,nancy-pelosi,Nancy,,Pelosi,,,female,white-american,roman-catholic,3/26/1940,1/6/1987,1/3/2023,https://democraticleader.gov,https://democraticleader.gov/contact-us,https://facebook.com/NancyPelosi,SpeakerPelosi,https://twitter.com/NancyPelosi,https://cdn.civil.services/us-house/headshots/512x512/nancy-pelosi.jpg
California,california,CA,ca,44,representative,democrat,Nanette Barragan,nanette-barragan,Nanette,Diaz,Barragan,,,female,hispanic-american,roman-catholic,9/15/1976,1/3/2017,1/3/2023,https://barragan.house.gov,https://barragan.house.gov/contact/email,https://facebook.com/CongresswomanBarragan,Nanette4CA,https://twitter.com/Nanette4CA,https://cdn.civil.services/us-house/headshots/512x512/nanette-barragan.jpg
Florida,florida,FL,fl,2,representative,republican,Neal Dunn,neal-dunn,Neal,,Dunn,,,male,white-american,unspecified,2/16/1953,1/3/2017,1/3/2023,https://dunn.house.gov,https://dunn.house.gov/contact,https://facebook.com/drnealdunnfl2,drnealdunnfl2,https://twitter.com/drnealdunnfl2,https://cdn.civil.services/us-house/headshots/512x512/neal-dunn.jpg
New York,new-york,NY,ny,11,representative,republican,Nicole Malliotakis,nicole-malliotakis,Nicole,,Malliotakis,,,female,white-american,eastern-orthodox,11/11/1980,1/3/2021,1/3/2023,https://malliotakis.house.gov,https://malliotakis.house.gov/contact,https://facebook.com/NMalliotakis,NMalliotakis,https://twitter.com/NMalliotakis,https://cdn.civil.services/us-house/headshots/512x512/nicole-malliotakis.jpg
Georgia,georgia,GA,ga,5,representative,democrat,Nikema Williams,nikema-williams,Nikema,Natassha,Williams,,,female,african-american,methodist,7/30/1978,1/3/2021,1/3/2023,https://nikemawilliams.house.gov,https://nikemawilliams.house.gov/contact,https://facebook.com/RepNikemaWilliams,NikemaWilliams,https://twitter.com/NikemaWilliams,https://cdn.civil.services/us-house/headshots/512x512/nikema-williams.jpg
California,california,CA,ca,35,representative,democrat,Norma Torres,norma-torres,Norma,,Torres,,,female,hispanic-american,roman-catholic,4/4/1965,1/6/2015,1/3/2023,https://torres.house.gov,https://torres.house.gov/contact/email,https://facebook.com/RepNormaTorres,NormaJTorres,https://twitter.com/NormaJTorres,https://cdn.civil.services/us-house/headshots/512x512/norma-torres.jpg
New York,new-york,NY,ny,7,representative,democrat,Nydia Velazquez,nydia-velazquez,Nydia,M.,Velazquez,,,female,hispanic-american,roman-catholic,3/28/1953,1/5/1993,1/3/2023,https://velazquez.house.gov,https://velazquez.house.gov/contact/email,https://facebook.com/pagesNydia-Velazquez/8037068318,NydiaVelazquez,https://twitter.com/NydiaVelazquez,https://cdn.civil.services/us-house/headshots/512x512/nydia-velazquez.jpg
Texas,texas,TX,tx,4,representative,republican,Patrick Fallon,patrick-fallon,Patrick,Edward,Fallon,,Pat,male,white-american,catholic,12/19/1967,1/3/2021,1/3/2023,https://fallon.house.gov,https://fallon.house.gov/contact,https://facebook.com/RepPatFallon,RepPatFallon,https://twitter.com/RepPatFallon,https://cdn.civil.services/us-house/headshots/512x512/patrick-fallon.jpg
North Carolina,north-carolina,NC,nc,10,representative,republican,Patrick McHenry,patrick-mchenry,Patrick,T.,McHenry,,,male,white-american,roman-catholic,10/22/1975,1/4/2005,1/3/2023,https://mchenry.house.gov,https://mchenry.house.gov/contact/zipauth.htm,https://facebook.com/CongressmanMcHenry,PatrickMcHenry,https://twitter.com/PatrickMcHenry,https://cdn.civil.services/us-house/headshots/512x512/patrick-mchenry.jpg
Arizona,arizona,AZ,az,4,representative,republican,Paul Gosar,paul-gosar,Paul,A.,Gosar,,,male,white-american,roman-catholic,11/22/1958,1/5/2011,1/3/2023,https://paulgosar.house.gov,https://paulgosar.house.gov/contact,https://facebook.com/repgosar,RepGosar,https://twitter.com/RepGosar,https://cdn.civil.services/us-house/headshots/512x512/paul-gosar.jpg
